,Início do mês,"47.640,56 ","3.183,89 ","1.199,59 ","-3.421,49 ","1.432,86 ","1.432,86 ","1.432,86 ","-578,32 ","-2.282,99 ","-3.380,03 ","30.505,01 ","31.022,45 ","31.022,45 ","31.022,45 ","30.222,45 ","30.222,45 ","23.768,08 ","23.768,08 ","23.768,08 ","23.768,08 ","23.768,08 ","23.768,08 ","34.142,22 ","32.561,81 ","29.368,75 ","24.808,01 ","24.808,01 ","24.808,01 ","24.808,01 ","21.485,37 ","47.640,56 "
,Fim do mês,"3.183,89 ","1.199,59 ","-3.421,49 ","1.432,86 ","1.432,86 ","1.432,86 ","-578,32 ","-2.282,99 ","-3.380,03 ","30.505,01 ","31.022,45 ","31.022,45 ","31.022,45 ","30.222,45 ","30.222,45 ","23.768,08 ","23.768,08 ","23.768,08 ","23.768,08 ","23.768,08 ","23.768,08 ","34.142,22 ","32.561,81 ","29.368,75 ","24.808,01 ","24.808,01 ","24.808,01 ","24.808,01 ","21.485,37 ","18.010,50 ","18.010,50 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Verificação de saldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Banco do Brasil,"1.000,00",,,,,,,,,,,,,,,,,,,,,,,"3.088,87",,,,,,,
,Banco Itáu,,,,,,,,,,,,,,,,,,,,,,,,"-5.807,56",,,,,,,
,Banco C6,,,,,,,,,,,,,,,,,,,,,,,,"62,68",,,,,,,
,Aplicação C6,,,,,,,,,,,,,,,,,,,,,,,,"38.639,78","38.647,00",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aplicação 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Caixa/Dinheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Saldo disponibilidades,"1.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","35.983,77","38.647,00","0,00","0,00","0,00","0,00","0,00",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diferença de fluxo,"2.183,89","1.199,59","-3.421,49","1.432,86","1.432,86","1.432,86","-578,32","-2.282,99","-3.380,03","30.505,01","31.022,45","31.022,45","31.022,45","30.222,45","30.222,45","23.768,08","23.768,08","23.768,08","23.768,08","23.768,08","23.768,08","34.142,22","32.561,81","-6.615,02","-13.838,99","24.808,01","24.808,01","24.808,01","21.485,37","18.010,50",
