,Início do mês,"98.993,58 ","98.993,58 ","101.493,58 ","55.271,63 ","55.271,63 ","53.112,49 ","55.004,79 ","54.987,92 ","54.987,92 ","54.987,92 ","54.252,52 ","53.169,95 ","53.158,25 ","51.632,25 ","51.083,25 ","51.083,25 ","51.083,25 ","49.102,62 ","49.102,62 ","50.011,19 ","48.394,59 ","32.661,46 ","32.661,46 ","32.661,46 ","30.239,36 ","29.575,16 ","69.422,56 ","69.198,87 ","54.234,53 ","54.234,53 ","54.234,53 ","98.993,58 "
,Fim do mês,"98.993,58 ","101.493,58 ","55.271,63 ","55.271,63 ","53.112,49 ","55.004,79 ","54.987,92 ","54.987,92 ","54.987,92 ","54.252,52 ","53.169,95 ","53.158,25 ","51.632,25 ","51.083,25 ","51.083,25 ","51.083,25 ","49.102,62 ","49.102,62 ","50.011,19 ","48.394,59 ","32.661,46 ","32.661,46 ","32.661,46 ","30.239,36 ","29.575,16 ","69.422,56 ","69.198,87 ","54.234,53 ","54.234,53 ","54.234,53 ","47.640,56 ","47.640,56 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Verificação de saldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Banco Itaú,"1.000,00",,,,,,,,,,,,,,,,,,,,,,,,"2.631,82",,,,,,,
,Banco do Brasil,,,,,,,,,,,,,,,,,,,,,,,,,"13.680,34",,,,,,,
,Banco C6,,,,,,,,,,,,,,,,,,,,,,,,,"10.010,00",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aplicação 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aplicação 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Caixa/Dinheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Saldo disponibilidades,"1.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","26.322,16","0,00","0,00","0,00","0,00","0,00","0,00",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diferença de fluxo,"97.993,58","101.493,58","55.271,63","55.271,63","53.112,49","55.004,79","54.987,92","54.987,92","54.987,92","54.252,52","53.169,95","53.158,25","51.632,25","51.083,25","51.083,25","51.083,25","49.102,62","49.102,62","50.011,19","48.394,59","32.661,46","32.661,46","32.661,46","30.239,36","3.253,00","69.422,56","69.198,87","54.234,53","54.234,53","54.234,53","47.640,56",
