,Fluxo (Variação),"0,00 ","-17.350,43 ","0,00 ","0,00 ","-2.858,21 ","5.135,42 ","69.765,65 ","-720,00 ","0,00 ","0,00 ","0,00 ","-17.090,84 ","0,00 ","0,00 ","-353,50 ","-9.081,14 ","0,00 ","0,00 ","-1.954,64 ","-651,00 ","-154,50 ","-100,00 ","19.104,98 ","0,00 ","0,00 ","-4.745,98 ","-1.008,49 ","9.800,00 ","-3.403,65 ","0,00 ","0,00 ","44.333,67 "
,Início do mês,"18.010,50 ","18.010,50 ","660,07 ","660,07 ","660,07 ","-2.198,14 ","2.937,28 ","72.702,93 ","71.982,93 ","71.982,93 ","71.982,93 ","71.982,93 ","54.892,09 ","54.892,09 ","54.892,09 ","54.538,59 ","45.457,45 ","45.457,45 ","45.457,45 ","43.502,81 ","42.851,81 ","42.697,31 ","42.597,31 ","61.702,29 ","61.702,29 ","61.702,29 ","56.956,31 ","55.947,82 ","65.747,82 ","62.344,17 ","62.344,17 ","18.010,50 "
,Fim do mês,"18.010,50 ","660,07 ","660,07 ","660,07 ","-2.198,14 ","2.937,28 ","72.702,93 ","71.982,93 ","71.982,93 ","71.982,93 ","71.982,93 ","54.892,09 ","54.892,09 ","54.892,09 ","54.538,59 ","45.457,45 ","45.457,45 ","45.457,45 ","43.502,81 ","42.851,81 ","42.697,31 ","42.597,31 ","61.702,29 ","61.702,29 ","61.702,29 ","56.956,31 ","55.947,82 ","65.747,82 ","62.344,17 ","62.344,17 ","62.344,17 ","62.344,17 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Verificação de saldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Banco Itaú,,,,,,,,,,,,,,,,,,,"135,52","1.845,46","1.745,53",,,,,,,,,,"10.839,57",
,Banco do Brasil,,,,,,,,,,,,,,,,,,,"4.178,66","135,54","135,54",,,,,,,,,,"9.789,52",
,Banco C6,,,,,,,,,,,,,,,,,,,"37,52","37,52","37,52","37,52",,,,,,,,,"37,52",
,Banco C6 Investimento,,,,,,,,,,,,,,,,,,,"38.970,56","38.970,56","38.970,56","39.034,04",,,,,,,,,"39.182,56",
,Aplicação 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aplicação 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Caixa/Dinheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Saldo disponibilidades,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","43.322,26","40.989,08","40.889,15","39.071,56","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","59.849,17",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diferença de fluxo,"18.010,50","660,07","660,07","660,07","-2.198,14","2.937,28","72.702,93","71.982,93","71.982,93","71.982,93","71.982,93","54.892,09","54.892,09","54.892,09","54.538,59","45.457,45","45.457,45","45.457,45","180,55","1.862,73","1.808,16","3.525,75","61.702,29","61.702,29","61.702,29","56.956,31","55.947,82","65.747,82","62.344,17","62.344,17","2.495,00",
